1	3.313e-06
2	1.139e-06
3	1.050e-06
4	1.083e-06
5	1.068e-06
6	1.105e-06
7	1.488e-06
8	1.934e-06
9	1.471e-06
10	1.502e-06
11	3.359e-06
12	1.593e-06
13	1.574e-06
14	1.559e-06
15	1.567e-06
16	1.691e-06
17	1.573e-06
18	1.531e-06
19	1.532e-06
20	1.583e-06
21	3.341e-06
22	1.870e-06
23	1.724e-06
24	1.648e-06
25	1.786e-06
26	1.938e-06
27	1.602e-06
28	1.552e-06
29	1.672e-06
30	1.462e-06
31	1.620e-06
32	1.287e-06
33	1.444e-06
34	1.418e-06
35	1.436e-06
36	1.263e-06
37	1.347e-06
38	1.267e-06
39	1.870e-06
40	1.649e-06
41	1.289e-06
42	1.366e-06
43	1.252e-06
44	1.233e-06
45	1.297e-06
46	1.611e-06
47	1.470e-06
48	1.640e-06
49	1.609e-06
50	1.264e-06
55	1.815e-05
60	1.220e-06
65	1.469e-06
70	1.429e-06
75	1.386e-06
80	1.371e-06
85	1.368e-06
90	1.488e-06
95	1.348e-06
100	1.083e-06
110	2.807e-06
120	1.491e-06
130	1.408e-06
140	1.573e-06
150	1.957e-06
160	2.208e-06
170	1.865e-06
180	1.711e-06
190	1.887e-06
200	2.013e-06
220	3.741e-06
240	1.939e-06
260	2.197e-06
280	1.952e-06
300	2.031e-06
320	1.837e-06
340	1.617e-06
360	1.792e-06
380	2.045e-06
400	2.060e-06
420	5.190e-06
440	2.903e-06
460	2.145e-06
480	1.955e-06
500	2.283e-06
520	1.953e-06
540	2.269e-06
560	2.166e-06
580	1.568e-06
600	2.284e-06
620	1.905e-06
640	1.711e-06
660	2.237e-06
680	2.430e-06
700	2.145e-06
720	2.617e-06
740	1.715e-06
760	1.817e-06
780	1.990e-06
800	2.026e-06
