1	7.336e-06
2	3.275e-06
3	3.913e-06
4	2.631e-06
5	1.700e-06
6	1.504e-06
7	2.651e-06
8	1.705e-06
9	2.105e-06
10	2.408e-06
11	4.140e-06
12	1.517e-06
13	2.255e-06
14	1.528e-06
15	2.186e-06
16	1.450e-06
17	1.878e-06
18	1.510e-06
19	1.858e-06
20	3.135e-06
21	3.031e-06
22	1.529e-06
23	1.609e-06
24	1.305e-06
25	1.013e-06
26	1.176e-06
27	1.168e-06
28	1.169e-06
29	9.960e-07
30	1.245e-06
31	1.059e-06
32	1.009e-06
33	1.094e-06
34	1.065e-06
35	1.013e-06
36	1.104e-06
37	1.138e-06
38	1.042e-06
39	1.342e-06
40	1.191e-06
41	1.112e-06
42	1.039e-06
43	1.114e-06
44	1.097e-06
45	1.043e-06
46	1.162e-06
47	1.172e-06
48	1.172e-06
49	1.180e-06
50	1.125e-06
55	5.612e-06
60	2.841e-06
65	2.194e-06
70	2.056e-06
75	2.117e-06
80	2.022e-05
85	2.164e-06
90	3.924e-06
95	1.877e-06
100	2.399e-06
110	2.238e-05
120	1.991e-06
130	1.985e-06
140	1.833e-06
150	1.945e-06
160	1.584e-06
170	1.595e-06
180	1.664e-06
190	1.979e-06
200	1.964e-06
220	7.370e-06
240	3.666e-06
260	2.987e-06
280	1.016e-05
300	3.076e-06
320	3.206e-06
340	1.045e-05
360	6.874e-06
380	4.039e-06
400	3.778e-06
420	7.079e-06
440	8.331e-06
460	2.141e-05
480	2.436e-05
500	3.030e-06
520	3.093e-06
540	3.696e-06
560	3.154e-06
580	3.121e-06
600	5.495e-06
620	3.342e-06
640	3.838e-06
660	6.653e-06
680	5.040e-06
700	2.289e-05
720	7.098e-06
740	7.152e-06
760	7.385e-06
780	4.337e-06
800	4.307e-06
